,Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom
281,2022-05-07,2,7000,450,Ground out of 3,2,Mandirtala,1,1,Bachelors/Family,1
282,2022-06-25,1,6500,350,1 out of 2,2,Dhakuria,1,2,Bachelors/Family,1
283,2022-06-12,1,17500,480,1 out of 2,2,Rabindra Sarovar Metro,1,2,Bachelors,2
284,2022-06-18,2,10000,900,Ground out of 3,1,Garia,1,1,Bachelors/Family,1
285,2022-05-24,1,1500,200,Ground out of 2,1,Santoshpur,1,2,Bachelors/Family,1
286,2022-06-06,3,25000,1100,2 out of 3,1,"Regent Estate, Bijoygarh",1,1,Bachelors/Family,3
287,2022-04-28,2,12000,800,1 out of 2,2,Kasba,1,1,Bachelors/Family,1
288,2022-06-05,3,7500,1000,Ground out of 2,2,south station pally dankuni,1,2,Bachelors/Family,2
289,2022-06-11,1,7000,800,1 out of 2,2,Kumargali,1,1,Bachelors/Family,1
290,2022-06-29,1,3500,200,Upper Basement out of 4,1,Baguihati,1,2,Bachelors/Family,1
291,2022-06-26,3,10000,1190,1 out of 2,2,Sarsuna,1,1,Bachelors/Family,2
292,2022-05-17,2,14000,900,Ground out of 2,2,Salt Lake City,1,1,Bachelors,2
293,2022-05-28,2,15000,1500,Ground out of 2,1,Garia,1,1,Bachelors/Family,2
294,2022-05-15,2,6500,600,2 out of 3,1,Thakurpukur,1,1,Bachelors/Family,1
295,2022-05-14,3,10000,800,Ground out of 4,1,Brahmapur,1,1,Bachelors/Family,1
296,2022-05-09,2,10500,800,1 out of 2,2,Santoshpur,1,1,Family,2
297,2022-06-11,3,10000,900,Ground out of 3,2,Garia,1,2,Bachelors/Family,2
298,2022-04-24,1,5000,350,Ground out of 3,2,Purba Barisha,1,2,Bachelors/Family,1
299,2022-06-29,2,9000,800,Ground out of 2,2,Sodepur,1,1,Bachelors/Family,1
300,2022-06-23,2,20000,1600,Ground out of 3,2,Jadavpur University,1,1,Bachelors,2
301,2022-05-12,3,35000,1012,2 out of 3,2,Salt Lake City Sector 1,1,2,Bachelors/Family,2
302,2022-04-29,3,15000,1200,Ground out of 2,2,"Pathak Para, Behala",1,1,Bachelors,2
303,2022-04-23,2,20000,700,1 out of 2,1,Salt Lake City Sector 1,1,2,Bachelors/Family,1
304,2022-05-09,2,12000,1000,1 out of 3,1,Behala,1,2,Bachelors/Family,1
305,2022-06-30,2,8000,800,Ground out of 3,2,Thakurpukur,1,1,Bachelors,1
306,2022-05-05,1,3000,500,Ground out of 1,1,Hatiara,1,2,Bachelors/Family,1
307,2022-05-20,3,20000,1200,Ground out of 1,2,"Haridevpur, Paschim Putiary",1,2,Bachelors,2
308,2022-06-10,1,9000,450,Ground out of 2,2,Salt Lake City Sector 2,1,1,Bachelors,1
309,2022-06-25,3,13000,950,Ground out of 2,2,"Rabindrapally, Garia",1,1,Bachelors/Family,2
310,2022-06-30,1,7000,350,Ground out of 2,2,Salt Lake City Sector 5,1,1,Bachelors/Family,1
311,2022-06-03,1,9000,450,Ground out of 3,2,Salt Lake City Sector 5,1,1,Bachelors/Family,1
312,2022-05-03,1,9000,550,Ground out of 2,2,"Bangur Avenue, Lake Town",1,2,Bachelors,1
313,2022-05-19,2,10000,300,Ground out of 1,2,Keshtopur,1,1,Bachelors,1
314,2022-05-09,3,15000,1250,Ground out of 3,1,"Sakher Bazar, Purba Barisha",1,2,Bachelors/Family,2
315,2022-06-22,2,7000,700,2 out of 3,1,Garia,1,1,Bachelors/Family,1
316,2022-05-31,3,8000,812,Ground out of 3,1,Hooghly,1,1,Bachelors/Family,2
317,2022-06-21,2,8000,550,Ground out of 2,1,"Kalabagan, Tollygunge",1,1,Bachelors/Family,1
318,2022-06-22,1,5000,500,Ground out of 1,1,Rishra,1,2,Bachelors/Family,1
319,2022-06-23,1,14000,320,1 out of 2,2,"Action Area 3, Rajarhat Newtown",1,2,Bachelors,1
320,2022-05-05,2,5000,600,Ground out of 2,1,"Anandapuri, Barrackpore",1,1,Bachelors/Family,1
321,2022-06-01,2,5000,420,Ground out of 2,2,Barasat,1,1,Bachelors,1
322,2022-06-29,3,12000,1100,Ground out of 2,1,Rabindrapally Kestopur,1,1,Bachelors,1
323,2022-06-29,1,3200,220,3 out of 4,1,Sodepur,1,1,Bachelors/Family,1
324,2022-06-10,2,8500,700,Ground out of 2,2,Nungi More,1,2,Bachelors/Family,2
325,2022-06-06,3,16000,1200,Ground out of 2,2,"Baishnabghata, Garia",1,1,Bachelors/Family,2
326,2022-05-23,2,14000,800,Ground out of 3,2,Santoshpur - EM Bypass,1,1,Bachelors/Family,2
327,2022-06-16,1,8000,300,Ground out of 1,2,Bansdroni,1,2,Bachelors,1
328,2022-05-26,2,7000,650,Ground out of 2,2,Baruipur,1,1,Bachelors/Family,1
329,2022-05-30,1,8000,600,1 out of 2,1,Garia,1,2,Bachelors/Family,1
330,2022-06-08,1,3000,350,Ground out of 3,1,Belghoria,1,1,Bachelors/Family,1
331,2022-06-14,1,3800,500,1 out of 3,2,Nalta,1,1,Bachelors,1
332,2022-06-10,1,6500,400,1 out of 1,1,"Vivek Nagar, Garfa",1,1,Bachelors/Family,1
333,2022-05-04,3,20000,1750,Ground out of 3,1,Kalindi,1,2,Bachelors/Family,3
334,2022-05-04,3,30000,1600,3 out of 3,1,Ballygunge,1,1,Bachelors/Family,2
335,2022-06-13,1,8000,300,Ground out of 2,2,Salt Lake City Sector 5,1,2,Bachelors/Family,1
336,2022-06-25,2,14000,1100,1 out of 3,1,"Survey park, Santoshpur, kolkata",1,2,Bachelors/Family,2
337,2022-06-22,2,7200,830,Ground out of 3,1,Sodepur,1,1,Bachelors/Family,1
338,2022-05-20,2,7000,600,Ground out of 2,2,2 BHK,1,2,Bachelors/Family,2
339,2022-06-01,1,7000,500,1 out of 2,1,Baranagar,1,1,Bachelors,2
340,2022-06-29,2,7500,900,1 out of 2,2,Dum Dum Cantonment,1,1,Bachelors/Family,1
341,2022-06-30,2,8500,1250,Ground out of 1,2,Barasat,1,1,Family,2
342,2022-06-03,2,12000,700,Ground out of 2,2,Salt Lake City Sector 2,1,1,Bachelors,1
343,2022-06-22,1,8500,850,Ground out of 1,2,Dakshineswar,1,1,Bachelors,2
344,2022-06-29,2,9500,550,Ground out of 1,2,"Garia Station, Garia",1,1,Bachelors/Family,1
345,2022-06-30,2,7500,550,Ground out of 1,2,"New Garia Metro, New Garia",1,2,Bachelors/Family,2
346,2022-06-15,2,12000,1200,Ground out of 1,1,Hati Bagan - Bansdroni,1,1,Bachelors/Family,1
347,2022-06-15,3,20000,1100,Ground out of 1,2,Salt Lake City Sector 2,1,1,Bachelors,2
348,2022-06-29,2,8500,650,Ground out of 1,1,Howrah,1,2,Bachelors/Family,1
349,2022-06-15,3,20000,1050,Ground out of 1,2,Salt Lake City Sector 2,1,1,Bachelors,2
350,2022-05-20,2,6000,960,Ground out of 2,1,Dum Dum,1,2,Bachelors/Family,2
351,2022-05-30,2,5500,650,1 out of 1,2,Joka,1,1,Bachelors/Family,2
352,2022-05-21,1,7000,550,Ground out of 2,1,Kasba,1,2,Bachelors/Family,1
353,2022-05-21,2,7000,500,Ground out of 1,1,Dum Dum Metro,1,2,Bachelors/Family,2
354,2022-04-25,1,6500,450,3 out of 4,1,"Baishnabghata Patuli Township, Patuli",1,1,Family,1
355,2022-06-29,2,10000,850,1 out of 2,1,Agarpara,1,1,Bachelors,2
356,2022-07-01,1,5200,300,Ground out of 3,2,Dum Dum,1,1,Bachelors/Family,1
357,2022-04-25,2,13000,1000,1 out of 2,2,"N.S.C Bose Road (Near Ushagate), New Alipore",1,2,Bachelors/Family,3
358,2022-05-24,2,7000,500,1 out of 3,2,Garia,1,1,Bachelors/Family,1
359,2022-05-12,2,12000,756,Ground out of 3,2,Dashadron Newtown Rajarhat,1,2,Bachelors/Family,1
360,2022-04-23,1,15000,1000,2 out of 3,1,Barrackpore,1,1,Bachelors/Family,1
361,2022-05-05,1,5000,150,1 out of 2,2,Anandapur,1,1,Bachelors/Family,1
362,2022-05-14,1,8000,800,Ground out of 2,2,New town near ecopark .,1,1,Bachelors,1
363,2022-06-21,2,8000,700,2 out of 3,1,"Gandhi Colony, Netaji Nagar",1,1,Bachelors,2
364,2022-06-17,1,5000,420,3 out of 3,1,Em Bypass South East,1,1,Bachelors,1
365,2022-06-21,2,10000,800,Ground out of 1,1,"Gandhi Colony, Netaji Nagar",1,1,Bachelors,1
366,2022-06-24,2,12000,288,2 out of 3,2,Kasba,1,1,Bachelors,1
367,2022-06-11,2,8000,900,Ground out of 1,1,"Teghoria, Baguiati",1,1,Bachelors/Family,2
368,2022-07-03,2,21000,850,1 out of 1,2,Salt Lake City Sector 2,1,1,Bachelors,2
369,2022-06-07,1,5000,350,1 out of 1,2,Thakurpukur,1,1,Bachelors,1
370,2022-04-27,2,9000,600,Ground out of 2,1,Baghajatin,1,1,Bachelors/Family,1
371,2022-06-26,2,8000,1600,Ground out of 2,2,Kalyani,1,2,Bachelors,1
372,2022-06-11,2,7000,986,2 out of 3,2,Pranthik Society Library Road Bhadreswar,1,1,Bachelors,1
373,2022-07-03,3,35000,1330,1 out of 3,2,Salt Lake City Sector 2,1,1,Bachelors,2
374,2022-05-14,3,15000,1300,Ground out of 3,1,Lake Town,1,2,Bachelors/Family,2
375,2022-05-22,2,6200,800,Ground out of 2,2,Kestopur,1,1,Bachelors,1
376,2022-05-26,2,9900,800,1 out of 4,2,Bijoygarh,1,1,Bachelors/Family,1
377,2022-07-03,2,7000,850,Ground out of 3,1,Baranagar,1,1,Bachelors,1
378,2022-05-10,1,5000,322,1 out of 3,2,Dum Dum Metro,1,1,Bachelors/Family,1
379,2022-06-19,2,6500,800,Ground out of 2,2,Agarpara,1,2,Bachelors/Family,1
380,2022-07-03,4,40000,1500,Ground out of 2,2,Salt Lake City Sector 1,1,1,Bachelors,2
381,2022-06-08,3,40000,3500,1 out of 2,1,Salt Lake City,1,2,Bachelors/Family,2
382,2022-06-26,2,12000,957,1 out of 2,2,Dasnagar,1,2,Bachelors,2
383,2022-05-18,1,6500,850,1 out of 3,2,Baksara,1,1,Bachelors,1
384,2022-06-23,2,10000,900,Ground out of 2,2,Birati,1,1,Bachelors,2
385,2022-06-29,2,15000,600,Ground out of 2,1,Agarpara,1,2,Bachelors/Family,1
386,2022-05-09,1,5000,350,Ground out of 5,2,Agarpara,1,2,Bachelors/Family,1
387,2022-06-18,2,7000,800,Ground out of 2,1,Thakurpukur,1,1,Bachelors/Family,1
388,2022-05-31,2,6000,320,1 out of 2,2,"Baishnabghata Patuli, Patuli",1,1,Bachelors/Family,1
389,2022-04-29,3,15000,800,Ground out of 4,2,Jyangra,1,1,Bachelors/Family,1
390,2022-07-03,2,10000,700,1 out of 1,2,Baghajatin,1,2,Bachelors,2
391,2022-07-04,2,22000,1200,1 out of 2,1,Salt Lake City Sector 1,1,2,Bachelors/Family,2
392,2022-05-23,2,8500,750,1 out of 2,2,Ramchandrapur north,1,2,Bachelors/Family,1
393,2022-07-04,3,35000,1200,Ground out of 3,1,Salt Lake City Sector 1,1,2,Bachelors/Family,3
394,2022-06-12,2,7000,450,Ground out of 4,2,"Gandhi Colony, Netaji Nagar",1,1,Bachelors/Family,1
395,2022-06-26,3,8500,1430,Ground out of 2,1,Baguihati,1,2,Bachelors/Family,1
396,2022-05-09,2,6000,450,1 out of 3,1,Dum Dum Metro,1,1,Bachelors/Family,1
397,2022-06-28,4,35000,800,Ground out of 1,1,Behala,1,2,Bachelors/Family,3
398,2022-06-03,1,6000,400,1 out of 2,1,Thakurpukur,1,1,Bachelors/Family,1
399,2022-04-23,2,8000,650,1 out of 2,1,"Garia Station, Garia",1,1,Bachelors/Family,1
400,2022-06-07,1,5000,450,1 out of 2,2,"Fartabad, Garia",1,1,Bachelors/Family,1
401,2022-05-24,2,6000,600,Ground out of 4,1,Belgharia,1,1,Bachelors/Family,1
402,2022-06-10,3,15000,1200,1 out of 3,2,Lake Town,1,1,Family,2
403,2022-05-13,2,9000,700,3 out of 3,2,Baguiati,1,1,Bachelors,1
404,2022-05-13,1,5000,300,Ground out of 1,2,Barrackpore,1,1,Bachelors,1
405,2022-05-26,3,8000,1200,1 out of 4,1,"Ramkrishna Pally, Kaikhali",1,1,Bachelors/Family,3
406,2022-07-03,3,35000,1300,Ground out of 1,2,Salt Lake City Sector 2,1,1,Bachelors,2
407,2022-06-27,1,5500,400,Ground out of 1,1,"Shyam Villa V, Dum Dum",1,1,Bachelors/Family,1
408,2022-07-03,3,35000,1320,Ground out of 2,2,Salt Lake City Sector 1,1,1,Bachelors,2
409,2022-04-24,2,11000,1000,Ground out of 1,1,"Anandapuri, Barrackpore",1,2,Bachelors/Family,2
410,2022-04-28,2,10000,700,1 out of 2,2,"Sarat Ghosh Garden, Dhakuria",1,1,Bachelors,1
411,2022-05-10,2,6500,800,Ground out of 2,2,locality,1,1,Bachelors/Family,2
412,2022-06-08,2,6000,900,Ground out of 3,1,Baguiati,1,2,Bachelors/Family,1
413,2022-04-23,3,36125,1700,Ground out of 2,1,Salt Lake City,1,1,Bachelors/Family,2
414,2022-06-28,2,6800,600,Ground out of 2,2,Purba Putiary,1,1,Bachelors,1
415,2022-06-20,2,8500,850,1 out of 2,2,Barasat,1,1,Family,2
416,2022-05-22,2,5000,550,1 out of 3,2,Birati,1,1,Bachelors,1
417,2022-06-30,1,6500,650,Ground out of 2,2,"Garia Station, Garia",1,2,Bachelors/Family,1
418,2022-04-23,1,6500,800,Ground out of 1,2,Santragachi,1,1,Bachelors/Family,1
419,2022-05-31,2,4500,475,Ground out of 2,1,Birati,1,1,Bachelors/Family,1
420,2022-06-19,1,6000,200,Ground out of 1,2,Salt Lake City Sector 5,1,1,Bachelors/Family,1
421,2022-06-03,1,10000,400,Ground out of 2,2,Salt Lake City Sector 5,1,1,Bachelors/Family,1
422,2022-05-18,1,12000,500,Ground out of 2,1,"Madurdaha, Hussainpur",1,2,Bachelors/Family,1
423,2022-06-19,2,12000,550,2 out of 3,2,Salt Lake City Sector 5,1,1,Bachelors/Family,1
424,2022-05-31,2,12000,800,1 out of 2,1,Dum Dum,1,1,Bachelors/Family,1
425,2022-05-22,2,9000,1000,2 out of 3,1,Airport Area Behala,1,2,Bachelors/Family,2
426,2022-06-23,1,5000,400,Ground out of 5,2,Sonarpur,1,2,Bachelors,1
427,2022-06-15,1,6000,300,1 out of 2,2,"Picnic Garden, E M Bypass",1,1,Bachelors/Family,1
428,2022-06-03,2,5500,450,1 out of 1,2,Bisharpara,1,1,Bachelors/Family,1
429,2022-06-03,2,5500,450,1 out of 2,2,Bisharpara,1,1,Bachelors/Family,1
430,2022-05-08,2,8500,1100,Ground out of 1,2,Nayabad,1,1,Bachelors/Family,2
431,2022-05-25,1,5000,450,2 out of 2,1,"Ananda Pally, Jadavpur",1,1,Bachelors/Family,1
432,2022-07-04,2,23000,1100,Ground out of 2,2,Salt Lake City Sector 2,1,1,Bachelors,2
433,2022-06-14,2,5500,650,2 out of 2,2,Behala,1,1,Bachelors/Family,1
434,2022-06-03,2,8500,780,Ground out of 2,2,Airport Area,1,1,Bachelors,1
435,2022-04-29,3,22000,1100,Ground out of 2,1,Salt Lake City Sector 2,1,2,Bachelors/Family,2
436,2022-05-09,1,5500,800,2 out of 3,1,Barrackpore,1,1,Bachelors/Family,1
437,2022-05-14,1,7000,500,Ground out of 2,1,Ranikuthi Telephone Exchange,1,2,Bachelors/Family,2
438,2022-05-26,1,5000,400,3 out of 5,2,Hooghly-Chinsurah,1,1,Bachelors,1
439,2022-07-03,1,5000,450,1 out of 1,2,"Bansdroni Mauza, Krishnanagar",1,1,Bachelors/Family,1
440,2022-05-13,2,6500,550,Ground out of 1,1,Kaikhali,1,1,Bachelors/Family,1
441,2022-05-30,2,8000,600,1 out of 2,2,700051,1,1,Bachelors/Family,1
442,2022-06-26,1,5500,200,1 out of 3,1,Jodhpur Park,1,1,Bachelors/Family,1
443,2022-05-10,2,6000,500,1 out of 2,2,Purba Sinthi Area,1,2,Bachelors/Family,1
444,2022-06-19,1,5500,450,Ground out of 3,2,Kadam Tala,1,1,Bachelors,1
445,2022-05-14,2,10000,1050,Ground out of 1,1,Baidyabati,1,1,Bachelors/Family,2
446,2022-04-26,3,10000,1000,2 out of 5,2,Bansdroni,1,1,Bachelors,2
447,2022-06-01,2,10000,1200,Ground out of 3,1,Sodepur,1,2,Bachelors/Family,2
448,2022-07-02,3,12000,1100,1 out of 1,1,Jagacha,1,2,Family,2
449,2022-06-05,1,5200,220,Ground out of 2,1,New Town,1,1,Bachelors/Family,1
450,2022-06-20,1,4000,350,1 out of 1,1,Behala,1,1,Bachelors/Family,1
451,2022-04-26,3,30000,1100,Ground out of 3,2,FC Block,1,1,Bachelors,1
452,2022-05-17,2,5146,800,Ground out of 2,1,Sodepur,1,1,Bachelors/Family,1
453,2022-06-01,2,12000,950,Ground out of 2,1,"Satgachi, South Dum Dum",1,1,Bachelors/Family,1
454,2022-06-24,3,7000,1200,Ground out of 3,1,Hooghly-Chinsurah,1,1,Bachelors/Family,1
455,2022-05-15,2,8500,700,Ground out of 2,1,Behala,1,2,Bachelors/Family,1
456,2022-06-24,1,7000,500,1 out of 3,1,"AH Block, Salt Lake",1,1,Bachelors/Family,1
457,2022-06-23,2,9500,570,Ground out of 3,1,"Dhakuria -South East, Dhakuria",1,1,Bachelors/Family,1
458,2022-04-30,2,8000,650,2 out of 3,1,Baghajatin,1,1,Bachelors/Family,1
459,2022-05-22,3,15000,1200,1 out of 2,1,Tollygunge,1,1,Bachelors/Family,3
461,2022-05-12,2,12500,1250,1 out of 2,1,Rajarhat,1,2,Bachelors/Family,2
462,2022-05-30,3,34000,120,2 out of 5,1,CA 150 sector 1 saltlake,1,2,Bachelors/Family,2
463,2022-05-28,3,14000,950,1 out of 2,2,Kaikhali,1,2,Bachelors/Family,2
464,2022-06-03,1,9500,600,1 out of 2,2,Salt Lake City Sector 5,1,1,Bachelors/Family,1
465,2022-05-10,2,7000,750,2 out of 2,1,Baughati,1,1,Bachelors/Family,1
466,2022-06-13,3,20000,1200,3 out of 3,1,Bansdroni,1,1,Bachelors/Family,2
467,2022-07-03,1,6500,400,Ground out of 2,2,Salt Lake City Sector 5,1,2,Bachelors/Family,1
468,2022-04-29,1,7500,600,Ground out of 2,2,Garfa,1,2,Bachelors/Family,1
469,2022-05-10,2,6500,700,Ground out of 2,1,Dum Dum,1,1,Bachelors/Family,1
470,2022-06-14,2,9500,850,Ground out of 3,1,Baguiati,1,2,Bachelors/Family,1
471,2022-05-12,1,1800,500,Ground out of 1,1,Shyam Bazar,1,2,Bachelors/Family,1
472,2022-06-25,2,7500,650,Ground out of 2,2,Baghajatin,1,1,Bachelors/Family,1
473,2022-06-17,2,10000,800,Ground out of 3,1,Bansdroni,1,2,Bachelors/Family,2
474,2022-06-17,3,15000,830,3 out of 4,1,Dum Dum,1,1,Bachelors/Family,2
475,2022-07-06,2,7000,600,Ground out of 2,1,Keshtopur,1,1,Bachelors,1
476,2022-04-27,2,6000,800,1 out of 2,1,"Chandannagar, Hooghly-Chinsurah",1,1,Bachelors/Family,1
477,2022-06-02,2,14000,1200,Ground out of 1,1,"Sakuntala Park, Behala",1,2,Family,2
478,2022-06-03,2,22000,1000,Ground out of 2,1,Jheel Road,1,2,Bachelors/Family,2
479,2022-06-29,2,18000,750,Ground out of 2,2,Salt Lake City Sector 1,1,1,Bachelors/Family,2
480,2022-06-26,2,10000,800,Ground out of 3,2,Garia,1,1,Bachelors,2
481,2022-06-10,2,6000,1200,Ground out of 3,1,Madhyam Gram,1,1,Bachelors/Family,2
482,2022-05-11,2,10000,750,4 out of 4,2,"Kumarpara, Narendrapur",1,1,Bachelors/Family,1
483,2022-06-10,3,10000,1500,11 out of 19,1,Santoshpur,1,2,Bachelors/Family,2
484,2022-05-08,1,5000,300,1 out of 3,1,"Noapara, Addarsha Pally",1,1,Bachelors/Family,1
485,2022-05-17,3,10000,800,Ground out of 2,2,"Arobindo Pally, Paschim Putiary",1,1,Bachelors,1
486,2022-06-10,2,7000,450,Ground out of 2,1,Dum Dum,1,1,Bachelors/Family,2
487,2022-06-24,4,10000,1200,5 out of 10,1,Naihati,1,2,Bachelors/Family,2
488,2022-06-10,2,6000,500,11 out of 14,1,Howrah,1,2,Bachelors/Family,2
489,2022-06-26,2,18000,900,Ground out of 1,2,Garia,1,2,Bachelors/Family,2
490,2022-06-30,2,8000,460,Ground out of 2,2,Majarhati,1,1,Bachelors,1
491,2022-06-22,2,8000,530,2 out of 3,1,Baghajatin,1,2,Family,1
492,2022-06-15,2,13000,650,Ground out of 4,2,Lake Gardens,1,2,Bachelors/Family,2
493,2022-05-08,2,20000,700,Ground out of 1,2,Salt Lake City Sector 2,1,2,Bachelors,2
494,2022-06-17,2,6000,400,2 out of 3,1,"Baishnabghata Patuli Township, Patuli",1,1,Bachelors/Family,1
495,2022-06-27,2,12000,1000,Ground out of 2,1,"Picnic Garden, Tiljala",1,1,Bachelors/Family,2
496,2022-06-04,1,10000,400,Ground out of 2,2,"New Garia, Garia",1,2,Bachelors,1
497,2022-05-10,2,14000,700,Ground out of 3,2,Santoshpur,1,1,Bachelors,2
498,2022-07-03,2,10000,850,1 out of 4,2,Baranagar,1,2,Bachelors,2
499,2022-06-21,2,10500,558,3 out of 3,2,Tollygunge,1,1,Bachelors/Family,2
500,2022-06-08,2,6000,800,3 out of 4,1,Thakurpukur,1,1,Bachelors/Family,1
501,2022-06-10,2,12000,900,1 out of 2,2,"Bansdroni Mauza, Krishnanagar",1,1,Bachelors/Family,2
502,2022-06-27,3,14000,1600,1 out of 3,1,Ramrajatala,1,2,Bachelors/Family,2
503,2022-06-14,1,3700,150,1 out of 5,2,Lake Gardens,1,1,Bachelors,1
504,2022-06-06,3,40000,1600,Ground out of 3,2,Salt Lake City Sector 2,1,1,Bachelors,2
505,2022-05-20,3,25000,1000,2 out of 4,1,Rash Behari Avenue Connector,1,1,Bachelors/Family,1
506,2022-06-20,1,2200,700,1 out of 3,1,Baranagar,1,1,Bachelors/Family,1
507,2022-04-28,1,3300,175,Ground out of 2,1,New Town,1,1,Bachelors/Family,1
508,2022-05-12,1,5000,450,Ground out of 1,1,"Siriti, Tollygunge",1,2,Bachelors/Family,1
509,2022-06-02,3,60000,1700,1 out of 3,2,Salt Lake City,1,2,Bachelors,3
510,2022-06-09,2,6000,425,2 out of 3,2,Nimta,1,1,Bachelors/Family,1
511,2022-05-17,3,7000,900,1 out of 2,1,"Michael Nagar, New Barrakpur",1,2,Bachelors/Family,3
512,2022-05-28,1,5000,400,4 out of 4,2,Keshtopur,1,1,Bachelors/Family,1
513,2022-07-03,2,11000,600,Ground out of 2,1,Beliaghata,1,1,Bachelors/Family,1
514,2022-06-28,2,10000,721,3 out of 4,1,Belgharia Nimta,1,2,Bachelors/Family,2
515,2022-07-06,3,22000,1150,1 out of 2,2,Salt Lake City Sector 2,1,1,Bachelors/Family,2
516,2022-06-05,3,65000,2210,Ground out of 2,2,"Vedic Village, Rajarhat",1,1,Bachelors/Family,3
517,2022-04-29,2,7500,675,Ground out of 2,1,Dum Dum,1,1,Bachelors/Family,1
518,2022-06-08,2,45000,1320,Lower Basement out of 2,1,Ballygunge,1,2,Bachelors/Family,2
519,2022-06-19,1,5000,250,Ground out of 2,2,Salt Lake City Sector 5,1,1,Bachelors/Family,1
520,2022-05-11,2,12000,720,Ground out of 1,1,Shyam Bazar,1,1,Bachelors,2
522,2022-05-29,3,18000,850,1 out of 1,2,"Sangati Colony, Netaji Nagar",1,2,Bachelors/Family,3
523,2022-06-29,2,25000,1050,1 out of 1,2,"Sahapur, New Alipore",1,1,Bachelors/Family,2
524,2022-05-16,1,25000,320,2 out of 7,1,"Shaheen Apartment, Andheri West",2,2,Bachelors/Family,1
525,2022-06-14,2,70000,750,4 out of 10,2,Santacruz West,2,2,Bachelors/Family,2
526,2022-05-26,1,45000,450,7 out of 10,2,"Rose Queen, Old Khar",2,2,Bachelors/Family,1
527,2022-05-27,3,75000,1100,2 out of 13,2,"Sabari Palm View, Chembur",2,1,Family,3
528,2022-06-07,1,14000,640,6 out of 7,1,Mira Road,2,2,Bachelors/Family,1
529,2022-06-20,1,60000,650,4 out of 7,1,"Siddhivinayak, Bandra West",2,1,Bachelors,1
530,2022-06-20,2,160000,800,14 out of 14,2,parivar safalya chs,2,1,Bachelors/Family,2
531,2022-07-07,4,300000,1600,43 out of 78,2,"Trump Tower, Worli",2,2,Bachelors/Family,5
532,2022-06-08,1,22000,460,2 out of 8,1,Sion,2,1,Bachelors/Family,1
533,2022-07-07,4,130000,1650,13 out of 18,2,"Ajmera Bhakti Park, Bhakti Park",2,2,Bachelors/Family,4
534,2022-06-02,1,33000,480,2 out of 4,2,Sion Hospital Colony,2,2,Bachelors,2
535,2022-05-27,1,32000,500,1 out of 4,2,Sion,2,2,Bachelors,2
536,2022-07-08,1,30000,490,2 out of 4,2,"Sion East, Sion",2,2,Bachelors,2
537,2022-06-12,1,49000,620,2 out of 3,1,"Sai Palace Apartment, Vile Parle West",2,2,Bachelors/Family,1
538,2022-05-10,2,28000,518,5 out of 12,2,Bhandup West,2,2,Bachelors/Family,2
539,2022-05-13,2,33500,700,4 out of 7,2,"Yogi Hills, Mulund West",2,2,Bachelors/Family,2
540,2022-07-09,2,85000,777,18 out of 24,2,"Hiranandani Castle Rock, Powai",2,2,Bachelors/Family,2
541,2022-07-06,2,35000,650,6 out of 7,2,Charkop,2,1,Family,2
542,2022-06-21,3,270000,1800,3 out of 7,2,Bandra West,2,2,Bachelors/Family,4
544,2022-07-09,1,21000,425,11 out of 21,2,"Godrej Tranquil, Kandivali East",2,1,Bachelors/Family,2
545,2022-05-25,2,150000,890,7 out of 19,2,Cuffe Parade,2,1,Bachelors,2
546,2022-06-05,1,22000,270,14 out of 23,1,Mahim West,2,1,Bachelors/Family,1
547,2022-07-01,2,100000,850,4 out of 7,2,Prabhadevi,2,2,Bachelors,2
548,2022-07-09,2,60000,888,9 out of 20,2,"Shapoorji Pallonji Vicinia, Chandivali",2,2,Bachelors/Family,2
549,2022-06-02,2,8000,650,Upper Basement out of 9,2,"Nakoda Heights, Nalasopara",2,2,Family,2
550,2022-06-27,1,20000,275,19 out of 24,2,Worli,2,1,Bachelors,1
551,2022-06-14,2,20000,700,3 out of 21,2,"Man Opus, Kashimira",2,2,Family,2
552,2022-06-20,1,25000,375,1 out of 22,1,Lal Baug,2,1,Bachelors/Family,1
553,2022-05-14,1,14000,424,3 out of 7,1,Malad East,2,2,Bachelors/Family,1
554,2022-06-04,1,19411,400,8 out of 8,1,Goregaon West,2,2,Bachelors/Family,2
555,2022-06-11,1,23000,450,6 out of 12,2,"Dheeraj Hill View Tower, Thakur Village, Kandivali East",2,2,Bachelors/Family,1
556,2022-07-09,4,190000,2079,4 out of 58,2,"Bombay Dyeing Two ICC, Dadar East",2,2,Bachelors/Family,5
557,2022-06-13,2,32000,586,Ground out of 4,1,"Everard Nagar Co Operative Housing Society, Sion East",2,2,Bachelors/Family,1
558,2022-05-04,2,68000,610,1 out of 5,2,shivsagar,2,2,Bachelors/Family,2
559,2022-05-22,1,30000,488,Upper Basement out of 16,2,"Kyraa Ariso Apartment, Chembur",2,2,Bachelors/Family,2
560,2022-05-31,3,110000,1200,60 out of 66,2,"Lodha Azzuro , Parel",2,2,Bachelors/Family,3
561,2022-07-09,2,44000,722,34 out of 48,2,"Sheth Montana, Mulund West",2,2,Bachelors/Family,2
