Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
2022-06-04,2,15000,839,1 out of 3,1,Howrah,Kolkata,2,Bachelors/Family,2,Contact Owner
2022-07-01,1,4500,230,Ground out of 3,1,Birati,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-05-06,1,5500,1800,Ground out of 2,1,Baranagar,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-05-10,2,8500,800,1 out of 2,1,Baguihati,Kolkata,1,Bachelors/Family,2,Contact Owner
2022-05-27,1,5000,500,Ground out of 1,2,BRAHMAPUR NEAR BANSDRONI,Kolkata,2,Bachelors/Family,1,Contact Owner
2022-05-22,2,8500,620,Ground out of 1,2,Kasba,Kolkata,1,Bachelors,1,Contact Owner
2022-04-24,2,9000,650,2 out of 3,2,tollygunge Kabardanga,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-05-23,1,7500,550,1 out of 2,1,"Naktala, Garia",Kolkata,2,Bachelors/Family,1,Contact Agent
2022-04-23,2,7000,450,1 out of 3,2,safuipara,Kolkata,2,Bachelors,2,Contact Owner
2022-04-24,3,15000,1350,1 out of 2,2,"Annapurna Apartment, Rajarhat Chowmatha",Kolkata,1,Family,2,Contact Owner
2022-05-06,2,7000,600,2 out of 2,1,"Park Circus, Ballygunge",Kolkata,2,Bachelors/Family,2,Contact Owner
2022-05-31,3,10000,1200,2 out of 4,1,Belghoria,Kolkata,2,Bachelors/Family,1,Contact Owner
2022-06-25,2,7000,700,1 out of 2,1,"Haridevpur, Paschim Putiary",Kolkata,1,Bachelors/Family,1,Contact Agent
2022-06-27,3,3200,800,1 out of 3,2,Bhawanipur,Kolkata,2,Bachelors/Family,2,Contact Owner
2022-06-19,2,6000,600,Ground out of 3,2,Santoshpur,Kolkata,2,Bachelors/Family,1,Contact Owner
2022-06-19,2,12000,900,1 out of 3,1,Tollygunge,Kolkata,1,Bachelors/Family,2,Contact Owner
2022-05-31,2,6000,750,Ground out of 1,1,Behala,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-07-01,3,10000,1250,1 out of 2,1,Jaffarpore Rifle Range Road,Kolkata,1,Bachelors/Family,2,Contact Owner
2022-05-31,3,12000,1000,2 out of 2,1,Dariya,Kolkata,2,Bachelors/Family,3,Contact Owner
2022-06-03,2,8000,600,Ground out of 2,1,Howrah,Kolkata,2,Bachelors/Family,1,Contact Owner
2022-06-30,2,5300,650,1 out of 1,2,Sodepur,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-06-24,2,5000,450,2 out of 3,2,Liluah,Kolkata,1,Bachelors,1,Contact Owner
2022-06-11,3,8500,800,Ground out of 2,1,Near DumDum Metro,Kolkata,1,Bachelors/Family,2,Contact Owner
2022-06-19,3,22000,1000,Ground out of 3,2,"Sukanta Nagar, New Barrakpur",Kolkata,2,Bachelors/Family,2,Contact Owner
2022-06-19,2,7000,1000,Ground out of 3,1,"Kumarpara, Narendrapur",Kolkata,1,Bachelors/Family,1,Contact Owner
2022-06-25,3,25000,1400,5 out of 5,2,Salt Lake City,Kolkata,2,Bachelors,3,Contact Agent
2022-06-11,2,7000,600,1 out of 4,2,Barrackpore,Kolkata,2,Bachelors,1,Contact Owner
2022-06-13,2,15000,723,Ground out of 3,2,Narendrapur,Kolkata,2,Family,1,Contact Owner
2022-06-19,1,6000,320,Ground out of 2,2,Sahid Nagar,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-06-17,2,8000,900,Ground out of 3,1,Belghoria,Kolkata,2,Bachelors/Family,1,Contact Owner
2022-05-27,3,40000,1400,Ground out of 2,2,Salt Lake City Sector 2,Kolkata,2,Bachelors/Family,2,Contact Agent
2022-06-24,1,6000,2160,1 out of 2,1,Kasba,Kolkata,2,Bachelors,1,Contact Owner
2022-06-22,2,15000,650,Ground out of 2,2,kasba bosepukur,Kolkata,2,Bachelors/Family,1,Contact Owner
2022-06-16,2,6500,800,1 out of 1,1,Kanchrapara,Kolkata,2,Bachelors/Family,1,Contact Owner
2022-06-08,3,8000,800,2 out of 3,1,Bansdroni,Kolkata,2,Bachelors/Family,1,Contact Owner
2022-05-05,1,5500,500,Ground out of 2,2,"Garia Station, Garia",Kolkata,1,Bachelors/Family,1,Contact Owner
2022-06-28,3,9000,1700,1 out of 2,1,Panchanantala Road,Kolkata,2,Bachelors/Family,2,Contact Owner
2022-04-27,1,6000,130,Ground out of 2,2,Bow Bazar,Kolkata,2,Bachelors/Family,1,Contact Owner
2022-05-14,1,15000,505,Ground out of 3,1,Kasba,Kolkata,2,Bachelors/Family,1,Contact Owner
2022-07-04,4,30000,4000,Ground out of 3,1,"Sakher Bazar, Purba Barisha",Kolkata,2,Bachelors/Family,3,Contact Agent
2022-05-22,3,30000,1250,Ground out of 2,1,New Alipore,Kolkata,1,Bachelors/Family,2,Contact Owner
2022-06-15,1,5000,700,Ground out of 2,2,My Own House,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-06-12,2,15000,900,Ground out of 1,1,"Park Circus, Ballygunge",Kolkata,1,Bachelors,1,Contact Owner
2022-06-26,1,6500,650,1 out of 1,1,Joka,Kolkata,2,Bachelors/Family,1,Contact Owner
2022-06-29,2,4500,750,Ground out of 1,1,Azadgarh,Kolkata,2,Bachelors/Family,1,Contact Owner
2022-05-07,2,7000,450,Ground out of 3,2,Mandirtala,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-06-25,1,6500,350,1 out of 2,2,Dhakuria,Kolkata,2,Bachelors/Family,1,Contact Owner
2022-06-12,1,17500,480,1 out of 2,2,Rabindra Sarovar Metro,Kolkata,2,Bachelors,2,Contact Owner
2022-06-18,2,10000,900,Ground out of 3,1,Garia,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-05-24,1,1500,200,Ground out of 2,1,Santoshpur,Kolkata,2,Bachelors/Family,1,Contact Owner
2022-06-06,3,25000,1100,2 out of 3,1,"Regent Estate, Bijoygarh",Kolkata,1,Bachelors/Family,3,Contact Owner
2022-04-28,2,12000,800,1 out of 2,2,Kasba,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-06-05,3,7500,1000,Ground out of 2,2,south station pally dankuni,Kolkata,2,Bachelors/Family,2,Contact Owner
2022-06-11,1,7000,800,1 out of 2,2,Kumargali,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-06-29,1,3500,200,Upper Basement out of 4,1,Baguihati,Kolkata,2,Bachelors/Family,1,Contact Owner
2022-06-26,3,10000,1190,1 out of 2,2,Sarsuna,Kolkata,1,Bachelors/Family,2,Contact Owner
2022-05-17,2,14000,900,Ground out of 2,2,Salt Lake City,Kolkata,1,Bachelors,2,Contact Agent
2022-05-28,2,15000,1500,Ground out of 2,1,Garia,Kolkata,1,Bachelors/Family,2,Contact Owner
2022-05-15,2,6500,600,2 out of 3,1,Thakurpukur,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-05-14,3,10000,800,Ground out of 4,1,Brahmapur,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-05-09,2,10500,800,1 out of 2,2,Santoshpur,Kolkata,1,Family,2,Contact Owner
2022-06-11,3,10000,900,Ground out of 3,2,Garia,Kolkata,2,Bachelors/Family,2,Contact Owner
2022-04-24,1,5000,350,Ground out of 3,2,Purba Barisha,Kolkata,2,Bachelors/Family,1,Contact Owner
2022-06-29,2,9000,800,Ground out of 2,2,Sodepur,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-06-23,2,20000,1600,Ground out of 3,2,Jadavpur University,Kolkata,1,Bachelors,2,Contact Owner
2022-05-12,3,35000,1012,2 out of 3,2,Salt Lake City Sector 1,Kolkata,2,Bachelors/Family,2,Contact Owner
2022-04-29,3,15000,1200,Ground out of 2,2,"Pathak Para, Behala",Kolkata,1,Bachelors,2,Contact Owner
2022-04-23,2,20000,700,1 out of 2,1,Salt Lake City Sector 1,Kolkata,2,Bachelors/Family,1,Contact Owner
2022-05-09,2,12000,1000,1 out of 3,1,Behala,Kolkata,2,Bachelors/Family,1,Contact Owner
2022-06-30,2,8000,800,Ground out of 3,2,Thakurpukur,Kolkata,1,Bachelors,1,Contact Owner
2022-05-05,1,3000,500,Ground out of 1,1,Hatiara,Kolkata,2,Bachelors/Family,1,Contact Owner
2022-05-20,3,20000,1200,Ground out of 1,2,"Haridevpur, Paschim Putiary",Kolkata,2,Bachelors,2,Contact Owner
2022-06-10,1,9000,450,Ground out of 2,2,Salt Lake City Sector 2,Kolkata,1,Bachelors,1,Contact Agent
2022-06-25,3,13000,950,Ground out of 2,2,"Rabindrapally, Garia",Kolkata,1,Bachelors/Family,2,Contact Owner
2022-06-30,1,7000,350,Ground out of 2,2,Salt Lake City Sector 5,Kolkata,1,Bachelors/Family,1,Contact Agent
2022-06-03,1,9000,450,Ground out of 3,2,Salt Lake City Sector 5,Kolkata,1,Bachelors/Family,1,Contact Agent
2022-05-03,1,9000,550,Ground out of 2,2,"Bangur Avenue, Lake Town",Kolkata,2,Bachelors,1,Contact Owner
2022-05-19,2,10000,300,Ground out of 1,2,Keshtopur,Kolkata,1,Bachelors,1,Contact Owner
2022-05-09,3,15000,1250,Ground out of 3,1,"Sakher Bazar, Purba Barisha",Kolkata,2,Bachelors/Family,2,Contact Owner
2022-06-22,2,7000,700,2 out of 3,1,Garia,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-05-31,3,8000,812,Ground out of 3,1,Hooghly,Kolkata,1,Bachelors/Family,2,Contact Owner
2022-06-21,2,8000,550,Ground out of 2,1,"Kalabagan, Tollygunge",Kolkata,1,Bachelors/Family,1,Contact Owner
2022-06-22,1,5000,500,Ground out of 1,1,Rishra,Kolkata,2,Bachelors/Family,1,Contact Owner
2022-06-23,1,14000,320,1 out of 2,2,"Action Area 3, Rajarhat Newtown",Kolkata,2,Bachelors,1,Contact Owner
2022-05-05,2,5000,600,Ground out of 2,1,"Anandapuri, Barrackpore",Kolkata,1,Bachelors/Family,1,Contact Owner
2022-06-01,2,5000,420,Ground out of 2,2,Barasat,Kolkata,1,Bachelors,1,Contact Owner
2022-06-29,3,12000,1100,Ground out of 2,1,Rabindrapally Kestopur,Kolkata,1,Bachelors,1,Contact Owner
2022-06-29,1,3200,220,3 out of 4,1,Sodepur,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-06-10,2,8500,700,Ground out of 2,2,Nungi More,Kolkata,2,Bachelors/Family,2,Contact Owner
2022-06-06,3,16000,1200,Ground out of 2,2,"Baishnabghata, Garia",Kolkata,1,Bachelors/Family,2,Contact Agent
2022-05-23,2,14000,800,Ground out of 3,2,Santoshpur - EM Bypass,Kolkata,1,Bachelors/Family,2,Contact Owner
2022-06-16,1,8000,300,Ground out of 1,2,Bansdroni,Kolkata,2,Bachelors,1,Contact Agent
2022-05-26,2,7000,650,Ground out of 2,2,Baruipur,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-05-30,1,8000,600,1 out of 2,1,Garia,Kolkata,2,Bachelors/Family,1,Contact Owner
2022-06-08,1,3000,350,Ground out of 3,1,Belghoria,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-06-14,1,3800,500,1 out of 3,2,Nalta,Kolkata,1,Bachelors,1,Contact Owner
2022-06-10,1,6500,400,1 out of 1,1,"Vivek Nagar, Garfa",Kolkata,1,Bachelors/Family,1,Contact Owner
2022-05-04,3,20000,1750,Ground out of 3,1,Kalindi,Kolkata,2,Bachelors/Family,3,Contact Owner
2022-05-04,3,30000,1600,3 out of 3,1,Ballygunge,Kolkata,1,Bachelors/Family,2,Contact Owner
2022-06-13,1,8000,300,Ground out of 2,2,Salt Lake City Sector 5,Kolkata,2,Bachelors/Family,1,Contact Agent
2022-06-25,2,14000,1100,1 out of 3,1,"Survey park, Santoshpur, kolkata",Kolkata,2,Bachelors/Family,2,Contact Owner
2022-06-22,2,7200,830,Ground out of 3,1,Sodepur,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-05-20,2,7000,600,Ground out of 2,2,2 BHK,Kolkata,2,Bachelors/Family,2,Contact Owner
2022-06-01,1,7000,500,1 out of 2,1,Baranagar,Kolkata,1,Bachelors,2,Contact Owner
2022-06-29,2,7500,900,1 out of 2,2,Dum Dum Cantonment,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-06-30,2,8500,1250,Ground out of 1,2,Barasat,Kolkata,1,Family,2,Contact Owner
2022-06-03,2,12000,700,Ground out of 2,2,Salt Lake City Sector 2,Kolkata,1,Bachelors,1,Contact Agent
2022-06-22,1,8500,850,Ground out of 1,2,Dakshineswar,Kolkata,1,Bachelors,2,Contact Owner
2022-06-29,2,9500,550,Ground out of 1,2,"Garia Station, Garia",Kolkata,1,Bachelors/Family,1,Contact Owner
2022-06-30,2,7500,550,Ground out of 1,2,"New Garia Metro, New Garia",Kolkata,2,Bachelors/Family,2,Contact Owner
2022-06-15,2,12000,1200,Ground out of 1,1,Hati Bagan - Bansdroni,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-06-15,3,20000,1100,Ground out of 1,2,Salt Lake City Sector 2,Kolkata,1,Bachelors,2,Contact Agent
2022-06-29,2,8500,650,Ground out of 1,1,Howrah,Kolkata,2,Bachelors/Family,1,Contact Owner
2022-06-15,3,20000,1050,Ground out of 1,2,Salt Lake City Sector 2,Kolkata,1,Bachelors,2,Contact Agent
2022-05-20,2,6000,960,Ground out of 2,1,Dum Dum,Kolkata,2,Bachelors/Family,2,Contact Owner
2022-05-30,2,5500,650,1 out of 1,2,Joka,Kolkata,1,Bachelors/Family,2,Contact Owner
2022-05-21,1,7000,550,Ground out of 2,1,Kasba,Kolkata,2,Bachelors/Family,1,Contact Owner
2022-05-21,2,7000,500,Ground out of 1,1,Dum Dum Metro,Kolkata,2,Bachelors/Family,2,Contact Owner
2022-04-25,1,6500,450,3 out of 4,1,"Baishnabghata Patuli Township, Patuli",Kolkata,1,Family,1,Contact Owner
2022-06-29,2,10000,850,1 out of 2,1,Agarpara,Kolkata,1,Bachelors,2,Contact Owner
2022-07-01,1,5200,300,Ground out of 3,2,Dum Dum,Kolkata,1,Bachelors/Family,1,Contact Agent
2022-04-25,2,13000,1000,1 out of 2,2,"N.S.C Bose Road (Near Ushagate), New Alipore",Kolkata,2,Bachelors/Family,3,Contact Owner
2022-05-24,2,7000,500,1 out of 3,2,Garia,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-05-12,2,12000,756,Ground out of 3,2,Dashadron Newtown Rajarhat,Kolkata,2,Bachelors/Family,1,Contact Owner
2022-04-23,1,15000,1000,2 out of 3,1,Barrackpore,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-05-05,1,5000,150,1 out of 2,2,Anandapur,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-05-14,1,8000,800,Ground out of 2,2,New town near ecopark .,Kolkata,1,Bachelors,1,Contact Owner
2022-06-21,2,8000,700,2 out of 3,1,"Gandhi Colony, Netaji Nagar",Kolkata,1,Bachelors,2,Contact Agent
2022-06-17,1,5000,420,3 out of 3,1,Em Bypass South East,Kolkata,1,Bachelors,1,Contact Owner
2022-06-21,2,10000,800,Ground out of 1,1,"Gandhi Colony, Netaji Nagar",Kolkata,1,Bachelors,1,Contact Agent
2022-06-24,2,12000,288,2 out of 3,2,Kasba,Kolkata,1,Bachelors,1,Contact Owner
2022-06-11,2,8000,900,Ground out of 1,1,"Teghoria, Baguiati",Kolkata,1,Bachelors/Family,2,Contact Owner
2022-07-03,2,21000,850,1 out of 1,2,Salt Lake City Sector 2,Kolkata,1,Bachelors,2,Contact Agent
2022-06-07,1,5000,350,1 out of 1,2,Thakurpukur,Kolkata,1,Bachelors,1,Contact Owner
2022-04-27,2,9000,600,Ground out of 2,1,Baghajatin,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-06-26,2,8000,1600,Ground out of 2,2,Kalyani,Kolkata,2,Bachelors,1,Contact Owner
2022-06-11,2,7000,986,2 out of 3,2,Pranthik Society Library Road Bhadreswar,Kolkata,1,Bachelors,1,Contact Owner
2022-07-03,3,35000,1330,1 out of 3,2,Salt Lake City Sector 2,Kolkata,1,Bachelors,2,Contact Agent
2022-05-14,3,15000,1300,Ground out of 3,1,Lake Town,Kolkata,2,Bachelors/Family,2,Contact Owner
2022-05-22,2,6200,800,Ground out of 2,2,Kestopur,Kolkata,1,Bachelors,1,Contact Owner
2022-05-26,2,9900,800,1 out of 4,2,Bijoygarh,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-07-03,2,7000,850,Ground out of 3,1,Baranagar,Kolkata,1,Bachelors,1,Contact Owner
2022-05-10,1,5000,322,1 out of 3,2,Dum Dum Metro,Kolkata,1,Bachelors/Family,1,Contact Agent
2022-06-19,2,6500,800,Ground out of 2,2,Agarpara,Kolkata,2,Bachelors/Family,1,Contact Owner
2022-07-03,4,40000,1500,Ground out of 2,2,Salt Lake City Sector 1,Kolkata,1,Bachelors,2,Contact Agent
2022-06-08,3,40000,3500,1 out of 2,1,Salt Lake City,Kolkata,2,Bachelors/Family,2,Contact Owner
2022-06-26,2,12000,957,1 out of 2,2,Dasnagar,Kolkata,2,Bachelors,2,Contact Owner
2022-05-18,1,6500,850,1 out of 3,2,Baksara,Kolkata,1,Bachelors,1,Contact Owner
2022-06-23,2,10000,900,Ground out of 2,2,Birati,Kolkata,1,Bachelors,2,Contact Owner
2022-06-29,2,15000,600,Ground out of 2,1,Agarpara,Kolkata,2,Bachelors/Family,1,Contact Owner
2022-05-09,1,5000,350,Ground out of 5,2,Agarpara,Kolkata,2,Bachelors/Family,1,Contact Owner
2022-06-18,2,7000,800,Ground out of 2,1,Thakurpukur,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-05-31,2,6000,320,1 out of 2,2,"Baishnabghata Patuli, Patuli",Kolkata,1,Bachelors/Family,1,Contact Owner
2022-04-29,3,15000,800,Ground out of 4,2,Jyangra,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-07-03,2,10000,700,1 out of 1,2,Baghajatin,Kolkata,2,Bachelors,2,Contact Owner
2022-07-04,2,22000,1200,1 out of 2,1,Salt Lake City Sector 1,Kolkata,2,Bachelors/Family,2,Contact Agent
2022-05-23,2,8500,750,1 out of 2,2,Ramchandrapur north,Kolkata,2,Bachelors/Family,1,Contact Owner
2022-07-04,3,35000,1200,Ground out of 3,1,Salt Lake City Sector 1,Kolkata,2,Bachelors/Family,3,Contact Agent
2022-06-12,2,7000,450,Ground out of 4,2,"Gandhi Colony, Netaji Nagar",Kolkata,1,Bachelors/Family,1,Contact Owner
2022-06-26,3,8500,1430,Ground out of 2,1,Baguihati,Kolkata,2,Bachelors/Family,1,Contact Owner
2022-05-09,2,6000,450,1 out of 3,1,Dum Dum Metro,Kolkata,1,Bachelors/Family,1,Contact Agent
2022-06-28,4,35000,800,Ground out of 1,1,Behala,Kolkata,2,Bachelors/Family,3,Contact Owner
2022-06-03,1,6000,400,1 out of 2,1,Thakurpukur,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-04-23,2,8000,650,1 out of 2,1,"Garia Station, Garia",Kolkata,1,Bachelors/Family,1,Contact Owner
2022-06-07,1,5000,450,1 out of 2,2,"Fartabad, Garia",Kolkata,1,Bachelors/Family,1,Contact Owner
2022-05-24,2,6000,600,Ground out of 4,1,Belgharia,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-06-10,3,15000,1200,1 out of 3,2,Lake Town,Kolkata,1,Family,2,Contact Owner
2022-05-13,2,9000,700,3 out of 3,2,Baguiati,Kolkata,1,Bachelors,1,Contact Owner
2022-05-13,1,5000,300,Ground out of 1,2,Barrackpore,Kolkata,1,Bachelors,1,Contact Agent
2022-05-26,3,8000,1200,1 out of 4,1,"Ramkrishna Pally, Kaikhali",Kolkata,1,Bachelors/Family,3,Contact Owner
2022-07-03,3,35000,1300,Ground out of 1,2,Salt Lake City Sector 2,Kolkata,1,Bachelors,2,Contact Agent
2022-06-27,1,5500,400,Ground out of 1,1,"Shyam Villa V, Dum Dum",Kolkata,1,Bachelors/Family,1,Contact Agent
2022-07-03,3,35000,1320,Ground out of 2,2,Salt Lake City Sector 1,Kolkata,1,Bachelors,2,Contact Agent
2022-04-24,2,11000,1000,Ground out of 1,1,"Anandapuri, Barrackpore",Kolkata,2,Bachelors/Family,2,Contact Owner
2022-04-28,2,10000,700,1 out of 2,2,"Sarat Ghosh Garden, Dhakuria",Kolkata,1,Bachelors,1,Contact Owner
2022-05-10,2,6500,800,Ground out of 2,2,locality,Kolkata,1,Bachelors/Family,2,Contact Owner
2022-06-08,2,6000,900,Ground out of 3,1,Baguiati,Kolkata,2,Bachelors/Family,1,Contact Owner
2022-04-23,3,36125,1700,Ground out of 2,1,Salt Lake City,Kolkata,1,Bachelors/Family,2,Contact Owner
2022-06-28,2,6800,600,Ground out of 2,2,Purba Putiary,Kolkata,1,Bachelors,1,Contact Owner
2022-06-20,2,8500,850,1 out of 2,2,Barasat,Kolkata,1,Family,2,Contact Owner
2022-05-22,2,5000,550,1 out of 3,2,Birati,Kolkata,1,Bachelors,1,Contact Owner
2022-06-30,1,6500,650,Ground out of 2,2,"Garia Station, Garia",Kolkata,2,Bachelors/Family,1,Contact Owner
2022-04-23,1,6500,800,Ground out of 1,2,Santragachi,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-05-31,2,4500,475,Ground out of 2,1,Birati,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-06-19,1,6000,200,Ground out of 1,2,Salt Lake City Sector 5,Kolkata,1,Bachelors/Family,1,Contact Agent
2022-06-03,1,10000,400,Ground out of 2,2,Salt Lake City Sector 5,Kolkata,1,Bachelors/Family,1,Contact Agent
2022-05-18,1,12000,500,Ground out of 2,1,"Madurdaha, Hussainpur",Kolkata,2,Bachelors/Family,1,Contact Agent
2022-06-19,2,12000,550,2 out of 3,2,Salt Lake City Sector 5,Kolkata,1,Bachelors/Family,1,Contact Agent
2022-05-31,2,12000,800,1 out of 2,1,Dum Dum,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-05-22,2,9000,1000,2 out of 3,1,Airport Area Behala,Kolkata,2,Bachelors/Family,2,Contact Owner
2022-06-23,1,5000,400,Ground out of 5,2,Sonarpur,Kolkata,2,Bachelors,1,Contact Owner
2022-06-15,1,6000,300,1 out of 2,2,"Picnic Garden, E M Bypass",Kolkata,1,Bachelors/Family,1,Contact Agent
2022-06-03,2,5500,450,1 out of 1,2,Bisharpara,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-06-03,2,5500,450,1 out of 2,2,Bisharpara,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-05-08,2,8500,1100,Ground out of 1,2,Nayabad,Kolkata,1,Bachelors/Family,2,Contact Owner
2022-05-25,1,5000,450,2 out of 2,1,"Ananda Pally, Jadavpur",Kolkata,1,Bachelors/Family,1,Contact Owner
2022-07-04,2,23000,1100,Ground out of 2,2,Salt Lake City Sector 2,Kolkata,1,Bachelors,2,Contact Owner
2022-06-14,2,5500,650,2 out of 2,2,Behala,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-06-03,2,8500,780,Ground out of 2,2,Airport Area,Kolkata,1,Bachelors,1,Contact Owner
2022-04-29,3,22000,1100,Ground out of 2,1,Salt Lake City Sector 2,Kolkata,2,Bachelors/Family,2,Contact Owner
2022-05-09,1,5500,800,2 out of 3,1,Barrackpore,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-05-14,1,7000,500,Ground out of 2,1,Ranikuthi Telephone Exchange,Kolkata,2,Bachelors/Family,2,Contact Agent
2022-05-26,1,5000,400,3 out of 5,2,Hooghly-Chinsurah,Kolkata,1,Bachelors,1,Contact Owner
2022-07-03,1,5000,450,1 out of 1,2,"Bansdroni Mauza, Krishnanagar",Kolkata,1,Bachelors/Family,1,Contact Owner
2022-05-13,2,6500,550,Ground out of 1,1,Kaikhali,Kolkata,1,Bachelors/Family,1,Contact Agent
2022-05-30,2,8000,600,1 out of 2,2,700051,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-06-26,1,5500,200,1 out of 3,1,Jodhpur Park,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-05-10,2,6000,500,1 out of 2,2,Purba Sinthi Area,Kolkata,2,Bachelors/Family,1,Contact Owner
2022-06-19,1,5500,450,Ground out of 3,2,Kadam Tala,Kolkata,1,Bachelors,1,Contact Owner
2022-05-14,2,10000,1050,Ground out of 1,1,Baidyabati,Kolkata,1,Bachelors/Family,2,Contact Owner
2022-04-26,3,10000,1000,2 out of 5,2,Bansdroni,Kolkata,1,Bachelors,2,Contact Owner
2022-06-01,2,10000,1200,Ground out of 3,1,Sodepur,Kolkata,2,Bachelors/Family,2,Contact Owner
2022-07-02,3,12000,1100,1 out of 1,1,Jagacha,Kolkata,2,Family,2,Contact Owner
2022-06-05,1,5200,220,Ground out of 2,1,New Town,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-06-20,1,4000,350,1 out of 1,1,Behala,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-04-26,3,30000,1100,Ground out of 3,2,FC Block,Kolkata,1,Bachelors,1,Contact Owner
2022-05-17,2,5146,800,Ground out of 2,1,Sodepur,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-06-01,2,12000,950,Ground out of 2,1,"Satgachi, South Dum Dum",Kolkata,1,Bachelors/Family,1,Contact Owner
2022-06-24,3,7000,1200,Ground out of 3,1,Hooghly-Chinsurah,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-05-15,2,8500,700,Ground out of 2,1,Behala,Kolkata,2,Bachelors/Family,1,Contact Owner
2022-06-24,1,7000,500,1 out of 3,1,"AH Block, Salt Lake",Kolkata,1,Bachelors/Family,1,Contact Owner
2022-06-23,2,9500,570,Ground out of 3,1,"Dhakuria -South East, Dhakuria",Kolkata,1,Bachelors/Family,1,Contact Owner
2022-04-30,2,8000,650,2 out of 3,1,Baghajatin,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-05-22,3,15000,1200,1 out of 2,1,Tollygunge,Kolkata,1,Bachelors/Family,3,Contact Owner
2022-06-08,5,22500,960,Ground out of 1,1,Kasba,Kolkata,1,Bachelors/Family,2,Contact Owner
2022-05-12,2,12500,1250,1 out of 2,1,Rajarhat,Kolkata,2,Bachelors/Family,2,Contact Owner
2022-05-30,3,34000,120,2 out of 5,1,CA 150 sector 1 saltlake,Kolkata,2,Bachelors/Family,2,Contact Owner
2022-05-28,3,14000,950,1 out of 2,2,Kaikhali,Kolkata,2,Bachelors/Family,2,Contact Owner
2022-06-03,1,9500,600,1 out of 2,2,Salt Lake City Sector 5,Kolkata,1,Bachelors/Family,1,Contact Agent
2022-05-10,2,7000,750,2 out of 2,1,Baughati,Kolkata,1,Bachelors/Family,1,Contact Owner
2022-06-13,3,20000,1200,3 out of 3,1,Bansdroni,Kolkata,1,Bachelors/Family,2,Contact Owner
